 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Current week","Haemophilus influenzae invasive§, All ages, all serotypes, Current week, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016, flag",Location 1,Location 2
UNITED STATES,2017,1,59,,263,,425,,59,,191,,2673,,8355,,9460,,2673,,7884,,35,,80,,161,,35,,134,,,
NEW ENGLAND,2017,1,2,,21,,37,,2,,19,,60,,172,,262,,60,,148,,,-,5,,16,,,-,7,,,
MID. ATLANTIC,2017,1,23,,49,,83,,23,,32,,454,,967,,1203,,454,,1125,,3,,13,,23,,3,,14,,,
NEW YORK CITY,2017,1,12,,17,,25,,12,,13,,154,,355,,503,,154,,383,,1,,2,,7,,1,,2,,,
E.N. CENTRAL,2017,1,3,,26,,147,,3,,19,,247,,1180,,1358,,247,,1342,,8,,13,,26,,8,,26,,,
W.N. CENTRAL,2017,1,1,,16,,41,,1,,17,,219,,509,,629,,219,,555,,3,,5,,12,,3,,12,,,
S. ATLANTIC,2017,1,10,,50,,77,,10,,44,,373,,1660,,2421,,373,,1390,,10,,19,,89,,10,,33,,,
E.S. CENTRAL,2017,1,2,,4,,13,,2,,3,,18,,470,,722,,18,,341,,3,,7,,19,,3,,19,,,
W.S. CENTRAL,2017,1,,-,4,,20,,,-,1,,775,,1234,,1683,,775,,1075,,1,,9,,17,,1,,3,,,
MOUNTAIN,2017,1,13,,14,,33,,13,,12,,80,,496,,692,,80,,429,,5,,7,,14,,5,,14,,,
PACIFIC,2017,1,5,,70,,117,,5,,44,,447,,1491,,1917,,447,,1479,,2,,4,,12,,2,,6,,,
AMER. SAMOA,2017,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2017,1,,-,0,,3,,,-,,-,,-,13,,27,,,-,,-,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2017,1,,-,0,,3,,,-,,-,29,,32,,59,,29,,21,,2,,0,,2,,2,,,-,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2017,1,4,,11,,31,,4,,4,,185,,286,,353,,185,,292,,2,,4,,10,,2,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2017,1,,-,11,,18,,,-,10,,56,,90,,145,,56,,100,,,-,2,,8,,,-,3,,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2017,1,,N,0,,0,,,N,,N,,-,273,,431,,,-,431,,,-,4,,9,,,-,7,,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2017,1,,-,1,,2,,,-,1,,,-,5,,16,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MONTANA,2017,1,,-,2,,8,,,-,1,,1,,16,,30,,1,,26,,,-,0,,2,,,-,1,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2017,1,,-,4,,11,,,-,7,,8,,158,,243,,8,,24,,,-,2,,6,,,-,6,,"MARYLAND
(39.290443, -76.612333)",
TEXAS,2017,1,,N,0,,0,,,N,,N,759,,825,,982,,759,,889,,1,,6,,12,,1,,,-,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2017,1,,-,1,,8,,,-,,-,,-,11,,34,,,-,26,,,-,0,,11,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2017,1,,-,3,,13,,,-,9,,37,,148,,392,,37,,392,,,-,2,,8,,,-,5,,"NEW JERSEY
(40.104655, -74.386686)",
WISCONSIN,2017,1,1,,9,,83,,1,,2,,102,,124,,154,,102,,121,,,-,1,,6,,,-,4,,"WISCONSIN
(44.395526, -89.834513)",
C.N.M.I.,2017,1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WASHINGTON,2017,1,,-,10,,49,,,-,,-,109,,153,,290,,109,,171,,,-,0,,2,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2017,1,,-,3,,8,,,-,3,,78,,181,,265,,78,,191,,,-,2,,6,,,-,3,,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2017,1,,-,5,,12,,,-,3,,,-,135,,776,,,-,332,,,-,2,,6,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2017,1,1,,2,,9,,1,,4,,14,,43,,78,,14,,37,,3,,0,,4,,3,,,-,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2017,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2017,1,,N,0,,0,,,N,,N,16,,107,,157,,16,,149,,,-,1,,5,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2017,1,3,,6,,18,,3,,3,,86,,81,,129,,86,,58,,2,,2,,6,,2,,4,,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2017,1,,N,0,,0,,,N,,N,18,,104,,227,,18,,14,,,-,1,,4,,,-,4,,"KENTUCKY
(37.64591, -84.774043)",
NEVADA,2017,1,,-,1,,4,,,-,,-,,-,61,,99,,,-,58,,,-,1,,4,,,-,,-,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2017,1,2,,50,,74,,2,,38,,252,,1205,,1568,,252,,1204,,,-,1,,4,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2017,1,1,,3,,13,,1,,1,,,-,10,,38,,,-,8,,,-,0,,3,,,-,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2017,1,1,,2,,7,,1,,2,,223,,177,,300,,223,,178,,,-,2,,9,,,-,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2017,1,,-,0,,0,,,-,,-,,-,343,,457,,,-,457,,,-,3,,8,,,-,5,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2017,1,,-,1,,6,,,-,1,,24,,18,,31,,24,,5,,,-,0,,3,,,-,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2017,1,,-,3,,9,,,-,1,,,-,95,,189,,,-,22,,,-,1,,4,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2017,1,,-,15,,34,,,-,19,,,-,282,,370,,,-,48,,1,,3,,8,,1,,6,,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2017,1,,-,2,,6,,,-,5,,18,,65,,88,,18,,60,,,-,1,,5,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2017,1,,N,0,,0,,,N,,N,,-,118,,177,,,-,32,,,-,1,,5,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2017,1,,-,1,,4,,,-,1,,,-,27,,49,,,-,21,,,-,0,,6,,,-,1,,"HAWAII
(21.30992, -157.858158)",
DIST. OF COL.,2017,1,,-,0,,2,,,-,2,,,-,64,,137,,,-,81,,,-,0,,3,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
UTAH,2017,1,,-,3,,9,,,-,4,,22,,40,,59,,22,,42,,,-,1,,3,,,-,,-,"UTAH
(39.359772, -111.584173)",
OHIO,2017,1,2,,5,,135,,2,,9,,35,,379,,467,,35,,433,,7,,3,,8,,7,,8,,"OHIO
(40.056807, -82.405897)",
ALASKA,2017,1,,-,2,,5,,,-,2,,,-,25,,49,,,-,25,,,-,0,,3,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ALABAMA,2017,1,2,,4,,13,,2,,3,,,-,92,,236,,,-,57,,,-,1,,5,,,-,5,,"ALABAMA
(32.839182, -86.631125)",
MINNESOTA,2017,1,,-,0,,0,,,-,,-,,-,99,,123,,,-,105,,,-,0,,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2017,1,,-,2,,6,,,-,2,,,-,20,,39,,,-,39,,,-,0,,2,,,-,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSOURI,2017,1,,-,5,,16,,,-,3,,175,,221,,291,,175,,231,,,-,2,,10,,,-,10,,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2017,1,1,,1,,8,,1,,1,,4,,63,,106,,4,,67,,,-,1,,4,,,-,2,,"NEW MEXICO
(34.520396, -106.244402)",
CONNECTICUT,2017,1,,-,5,,11,,,-,5,,,-,49,,79,,,-,8,,,-,1,,3,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
MICHIGAN,2017,1,,-,9,,25,,,-,5,,32,,232,,299,,32,,166,,1,,3,,8,,1,,4,,"MICHIGAN
(44.66399, -84.711206)",
MAINE,2017,1,1,,2,,8,,1,,2,,,-,8,,16,,,-,2,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
COLORADO,2017,1,10,,0,,0,,10,,,-,,-,116,,253,,,-,119,,4,,1,,6,,4,,,-,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2017,1,1,,2,,7,,1,,4,,53,,189,,274,,53,,109,,1,,2,,11,,1,,11,,"ARIZONA
(34.869712, -111.760902)",
VERMONT,2017,1,,N,0,,0,,,N,,N,,-,2,,6,,,-,5,,,-,0,,2,,,-,,-,"VERMONT
(43.622479, -72.51927)",
FLORIDA,2017,1,9,,21,,53,,9,,10,,89,,524,,660,,89,,244,,7,,4,,65,,7,,9,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2017,1,1,,2,,6,,1,,2,,4,,8,,53,,4,,7,,,-,0,,3,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2017,1,,-,1,,11,,,-,,-,,-,213,,675,,,-,15,,,-,1,,5,,,-,3,,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2017,1,,N,0,,0,,,N,,N,,-,182,,264,,,-,238,,3,,3,,9,,3,,9,,"TENNESSEE
(35.681402, -85.774444)",
IOWA,2017,1,,-,4,,13,,,-,2,,12,,48,,66,,12,,66,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW YORK,2017,1,7,,16,,42,,7,,6,,78,,183,,285,,78,,58,,,-,4,,9,,,-,2,,"NEW YORK
(42.826892, -75.544286)",
VIRGIN ISL.,2017,1,,-,0,,0,,,-,,-,,-,0,,3,,,-,3,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH DAKOTA,2017,1,,-,1,,4,,,-,1,,,-,18,,32,,,-,17,,,-,0,,4,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2017,2,87,,272,,445,,170,,441,,4092,,8599,,9775,,9028,,16522,,39,,84,,161,,108,,252,,,
NEW ENGLAND,2017,2,1,,21,,37,,3,,36,,2,,165,,262,,64,,295,,,-,5,,16,,2,,15,,,
MID. ATLANTIC,2017,2,17,,49,,83,,42,,82,,737,,957,,1203,,1544,,2104,,4,,13,,23,,10,,29,,,
NEW YORK CITY,2017,2,13,,17,,25,,25,,27,,247,,350,,503,,556,,742,,,-,2,,7,,1,,2,,,
E.N. CENTRAL,2017,2,7,,26,,147,,11,,43,,436,,1183,,1394,,1203,,2673,,6,,13,,24,,17,,47,,,
W.N. CENTRAL,2017,2,3,,15,,41,,4,,31,,187,,507,,629,,498,,1091,,1,,4,,11,,4,,16,,,
S. ATLANTIC,2017,2,36,,50,,77,,53,,86,,385,,1666,,2421,,771,,2974,,15,,19,,89,,39,,73,,,
E.S. CENTRAL,2017,2,2,,4,,13,,4,,10,,318,,667,,954,,529,,1233,,4,,7,,12,,13,,26,,,
W.S. CENTRAL,2017,2,2,,4,,20,,2,,3,,908,,1234,,1683,,1731,,2316,,5,,10,,19,,8,,12,,,
MOUNTAIN,2017,2,13,,25,,52,,29,,34,,346,,498,,707,,634,,897,,3,,7,,14,,11,,25,,,
PACIFIC,2017,2,6,,70,,117,,22,,116,,773,,1491,,1923,,2054,,2939,,1,,4,,12,,4,,9,,,
AMER. SAMOA,2017,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
DELAWARE,2017,2,,-,0,,3,,,-,,-,,-,32,,59,,29,,45,,,-,0,,2,,2,,1,,"DELAWARE
(39.008676, -75.574561)",
VIRGIN ISL.,2017,2,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MISSOURI,2017,2,,-,5,,16,,,-,4,,168,,221,,291,,390,,469,,,-,2,,7,,,-,12,,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2017,2,,-,2,,8,,,-,1,,,-,16,,30,,1,,56,,,-,0,,2,,,-,1,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2017,2,2,,4,,11,,8,,12,,,-,158,,243,,8,,117,,1,,2,,5,,4,,10,,"MARYLAND
(39.290443, -76.612333)",
IDAHO,2017,2,2,,3,,13,,4,,6,,,-,10,,38,,,-,14,,,-,0,,3,,,-,1,,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2017,2,,-,2,,6,,1,,3,,2,,8,,53,,8,,16,,,-,0,,3,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UTAH,2017,2,1,,2,,9,,1,,5,,23,,40,,59,,70,,89,,,-,1,,3,,,-,1,,"UTAH
(39.359772, -111.584173)",
ILLINOIS,2017,2,,N,0,,0,,,N,,N,14,,278,,353,,83,,777,,,-,4,,9,,1,,12,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2017,2,,N,0,,0,,,N,,N,48,,188,,268,,130,,475,,3,,3,,7,,7,,14,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2017,2,,-,2,,6,,,-,4,,,-,20,,34,,,-,58,,,-,0,,2,,,-,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2017,2,,-,6,,18,,3,,9,,,-,81,,129,,86,,129,,1,,2,,6,,3,,5,,"OREGON
(44.567912, -120.156945)",
TEXAS,2017,2,,N,0,,0,,,N,,N,887,,822,,981,,1660,,1707,,,-,6,,17,,1,,2,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2017,2,,-,1,,11,,,-,,-,,-,213,,675,,,-,224,,,-,1,,5,,2,,8,,"LOUISIANA
(31.2931, -92.463284)",
NEVADA,2017,2,,-,1,,4,,,-,2,,30,,62,,99,,73,,121,,,-,1,,4,,,-,1,,"NEVADA
(39.491833, -117.070159)",
NORTH DAKOTA,2017,2,,-,1,,4,,,-,4,,,-,18,,32,,,-,46,,,-,0,,4,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2017,2,,-,0,,0,,,-,,-,,-,99,,124,,,-,229,,,-,0,,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
FLORIDA,2017,2,30,,21,,53,,39,,32,,,-,524,,660,,89,,776,,9,,4,,65,,16,,25,,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2017,2,2,,4,,13,,4,,10,,182,,292,,536,,285,,558,,1,,1,,4,,1,,6,,"ALABAMA
(32.839182, -86.631125)",
GUAM,2017,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2017,2,,-,11,,18,,,-,22,,,-,90,,145,,56,,190,,,-,2,,8,,,-,9,,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2017,2,1,,5,,11,,1,,9,,,-,49,,79,,,-,45,,,-,1,,4,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
OKLAHOMA,2017,2,,N,0,,0,,,N,,N,21,,107,,157,,71,,270,,5,,1,,5,,5,,1,,"OKLAHOMA
(35.468494, -97.521264)",
COLORADO,2017,2,9,,11,,21,,19,,10,,114,,116,,253,,232,,211,,,-,1,,6,,4,,1,,"COLORADO
(38.841772, -106.132562)",
HAWAII,2017,2,,-,0,,4,,,-,2,,,-,27,,49,,,-,38,,,-,0,,6,,,-,2,,"HAWAII
(21.30992, -157.858158)",
PENNSYLVANIA,2017,2,4,,11,,31,,10,,19,,250,,285,,353,,516,,570,,2,,4,,10,,7,,15,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARKANSAS,2017,2,2,,3,,9,,2,,3,,,-,95,,189,,,-,115,,,-,1,,4,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2017,2,1,,2,,7,,3,,4,,154,,191,,278,,219,,282,,3,,2,,7,,5,,18,,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2017,2,,-,14,,34,,,-,30,,,-,283,,371,,,-,247,,1,,3,,8,,3,,12,,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2017,2,,-,9,,25,,,-,13,,43,,232,,299,,128,,403,,,-,3,,8,,3,,5,,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2017,2,1,,9,,86,,3,,8,,124,,124,,154,,255,,264,,,-,1,,6,,,-,9,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK,2017,2,,-,16,,42,,7,,18,,185,,184,,285,,263,,233,,2,,4,,10,,2,,2,,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2017,2,3,,2,,9,,4,,6,,,-,43,,78,,14,,76,,1,,1,,4,,4,,,-,"NEBRASKA
(41.640503, -99.367122)",
C.N.M.I.,2017,2,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MAINE,2017,2,,-,2,,8,,1,,2,,,-,8,,16,,,-,10,,,-,0,,3,,1,,,-,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2017,2,,-,1,,8,,,-,,-,,-,9,,55,,,-,27,,,-,0,,11,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
DIST. OF COL.,2017,2,,-,0,,2,,,-,3,,146,,62,,137,,159,,107,,,-,0,,3,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW MEXICO,2017,2,,-,1,,8,,2,,4,,25,,62,,117,,38,,117,,,-,1,,4,,2,,2,,"NEW MEXICO
(34.520396, -106.244402)",
KANSAS,2017,2,,-,2,,6,,,-,6,,8,,65,,88,,45,,104,,,-,1,,5,,,-,1,,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2017,2,,-,3,,13,,,-,18,,55,,148,,188,,209,,559,,,-,2,,8,,,-,10,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2017,2,6,,5,,135,,8,,17,,197,,379,,467,,546,,856,,6,,3,,8,,13,,13,,"OHIO
(40.056807, -82.405897)",
ALASKA,2017,2,,-,1,,5,,,-,5,,,-,24,,49,,,-,50,,,-,0,,3,,,-,,-,"ALASKA
(64.836661, -147.738891)",
CALIFORNIA,2017,2,5,,50,,74,,18,,96,,631,,1198,,1574,,1717,,2427,,,-,1,,4,,1,,2,,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2017,2,,N,0,,0,,,N,,N,,-,104,,227,,18,,55,,,-,1,,3,,3,,4,,"KENTUCKY
(37.64591, -84.774043)",
SOUTH CAROLINA,2017,2,3,,2,,7,,4,,3,,218,,177,,300,,441,,403,,4,,2,,9,,9,,7,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2017,2,,-,0,,2,,,-,2,,,-,5,,16,,1,,7,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
IOWA,2017,2,,-,4,,13,,,-,7,,11,,48,,65,,49,,109,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2017,2,,-,1,,6,,,-,1,,21,,18,,31,,45,,18,,,-,1,,3,,3,,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2017,2,,-,0,,0,,,-,,-,,-,350,,403,,,-,842,,,-,3,,8,,2,,7,,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2017,2,1,,10,,48,,1,,4,,142,,153,,290,,251,,295,,,-,0,,2,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2017,2,,N,0,,0,,,N,,N,88,,118,,194,,96,,145,,,-,1,,5,,2,,2,,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2017,2,,N,0,,0,,,N,,N,,-,2,,6,,,-,7,,,-,0,,2,,1,,,-,"VERMONT
(43.622479, -72.51927)",
INDIANA,2017,2,,-,3,,8,,,-,5,,58,,180,,265,,191,,373,,,-,2,,6,,,-,8,,"INDIANA
(39.76845, -86.156212)",
PUERTO RICO,2017,2,,-,0,,3,,,-,,-,,-,13,,27,,1,,16,,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2017,2,1,,6,,12,,2,,5,,,-,131,,776,,,-,419,,,-,2,,6,,,-,6,,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2017,3,80,,273,,439,,314,,672,,3529,,8499,,9699,,15591,,23857,,33,,84,,161,,175,,356,,,
NEW ENGLAND,2017,3,,-,22,,36,,18,,53,,1,,165,,262,,75,,457,,,-,5,,16,,12,,18,,,
MID. ATLANTIC,2017,3,17,,49,,83,,61,,133,,697,,958,,1204,,2629,,2956,,10,,13,,23,,22,,45,,,
NEW YORK CITY,2017,3,12,,17,,25,,37,,37,,232,,351,,504,,996,,1057,,4,,2,,7,,5,,3,,,
E.N. CENTRAL,2017,3,8,,26,,148,,26,,68,,176,,1180,,1397,,1668,,3941,,2,,13,,24,,21,,60,,,
W.N. CENTRAL,2017,3,2,,15,,41,,10,,50,,145,,506,,629,,900,,1558,,1,,4,,11,,5,,20,,,
S. ATLANTIC,2017,3,23,,50,,77,,81,,120,,556,,1665,,2417,,1987,,4451,,4,,19,,89,,52,,101,,,
E.S. CENTRAL,2017,3,3,,4,,13,,10,,15,,149,,572,,757,,779,,1285,,4,,7,,12,,25,,36,,,
W.S. CENTRAL,2017,3,1,,4,,20,,3,,5,,909,,1232,,1683,,3100,,3557,,4,,10,,22,,12,,23,,,
MOUNTAIN,2017,3,17,,25,,52,,50,,56,,298,,505,,725,,1050,,1327,,6,,7,,14,,20,,37,,,
PACIFIC,2017,3,9,,70,,118,,55,,172,,598,,1491,,1928,,3403,,4325,,2,,4,,12,,6,,16,,,
AMER. SAMOA,2017,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
RHODE ISLAND,2017,3,,-,1,,8,,,-,,-,,-,8,,55,,,-,40,,,-,0,,11,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2017,3,,N,0,,0,,,N,,N,13,,278,,364,,226,,1084,,,-,4,,9,,3,,15,,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2017,3,8,,11,,21,,27,,18,,138,,118,,253,,404,,305,,4,,1,,6,,8,,7,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2017,3,,N,0,,0,,,N,,N,37,,182,,268,,198,,583,,2,,3,,7,,12,,18,,"TENNESSEE
(35.681402, -85.774444)",
GUAM,2017,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2017,3,,-,1,,6,,2,,2,,31,,18,,31,,77,,23,,,-,1,,3,,3,,6,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2017,3,,-,0,,0,,,-,,-,,-,348,,403,,,-,1140,,,-,3,,8,,5,,13,,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2017,3,21,,21,,53,,60,,47,,272,,519,,862,,951,,1215,,,-,4,,65,,16,,29,,"FLORIDA
(28.915325, -81.922409)",
ARIZONA,2017,3,3,,3,,7,,8,,7,,93,,196,,307,,332,,433,,1,,2,,6,,7,,20,,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2017,3,,-,3,,13,,2,,29,,51,,147,,188,,368,,685,,,-,2,,8,,1,,13,,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2017,3,,-,17,,42,,7,,35,,200,,184,,333,,463,,371,,5,,4,,12,,7,,7,,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2017,3,,-,9,,24,,5,,19,,,-,230,,299,,128,,639,,,-,3,,8,,3,,6,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2017,3,,N,0,,0,,,N,,N,71,,118,,197,,206,,221,,,-,1,,5,,5,,5,,"MISSISSIPPI
(32.738663, -89.537312)",
ARKANSAS,2017,3,1,,3,,9,,3,,4,,21,,96,,189,,48,,161,,,-,1,,4,,1,,4,,"ARKANSAS
(34.748745, -92.275105)",
WISCONSIN,2017,3,,-,9,,87,,5,,15,,76,,124,,154,,355,,418,,,-,1,,6,,,-,11,,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2017,3,,-,0,,3,,,-,,-,,-,13,,27,,5,,35,,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2017,3,,N,0,,0,,,N,,N,597,,831,,981,,2283,,2560,,3,,6,,20,,4,,6,,"TEXAS
(31.827233, -99.423022)",
WYOMING,2017,3,,-,0,,2,,,-,2,,,-,5,,16,,5,,11,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2017,3,1,,2,,9,,6,,9,,,-,43,,78,,35,,115,,1,,1,,4,,5,,1,,"NEBRASKA
(41.640503, -99.367122)",
KANSAS,2017,3,,-,2,,6,,,-,8,,12,,66,,88,,144,,145,,,-,1,,5,,,-,1,,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2017,3,,-,1,,9,,2,,4,,25,,63,,119,,91,,177,,1,,1,,4,,4,,4,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2017,3,,-,2,,7,,7,,4,,179,,177,,300,,619,,567,,1,,2,,9,,11,,9,,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2017,3,5,,11,,31,,15,,32,,214,,286,,353,,802,,843,,1,,4,,9,,9,,22,,"PENNSYLVANIA
(40.789676, -77.858055)",
C.N.M.I.,2017,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
