 Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2017","Salmonellosis, Cum 2017, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2017","Shiga toxin-producing E. coli (STEC)§, Cum 2017, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2017","Shigellosis, Cum 2017, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag",Location 1,Location 2
E.N. CENTRAL,2017,11,,-,101,,191,,337,,839,,,-,15,,87,,42,,106,,,-,54,,102,,326,,817,,,
MAINE,2017,11,,-,2,,7,,9,,12,,,-,0,,3,,1,,3,,,-,0,,1,,2,,,-,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2017,11,,-,2,,6,,11,,7,,,-,0,,2,,,-,,-,,-,0,,4,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2017,11,,-,15,,55,,52,,121,,,-,2,,7,,8,,23,,,-,5,,10,,36,,53,,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2017,11,13,,50,,123,,252,,271,,2,,8,,26,,64,,52,,1,,14,,48,,72,,211,,"PENNSYLVANIA
(40.789676, -77.858055)",
W.N. CENTRAL,2017,11,10,,47,,202,,304,,361,,3,,17,,41,,63,,82,,1,,23,,70,,122,,575,,,
S. ATLANTIC,2017,11,85,,220,,504,,1252,,1549,,4,,12,,29,,76,,92,,18,,54,,85,,327,,559,,,
E.S. CENTRAL,2017,11,6,,68,,208,,340,,525,,1,,5,,13,,35,,53,,1,,15,,28,,186,,183,,,
W.S. CENTRAL,2017,11,41,,166,,338,,618,,781,,1,,23,,81,,77,,105,,20,,93,,161,,336,,1197,,,
ILLINOIS,2017,11,,-,33,,64,,73,,250,,,-,3,,62,,6,,24,,,-,9,,22,,34,,132,,"ILLINOIS
(40.477092, -88.993221)",
GEORGIA,2017,11,,-,42,,159,,194,,210,,,-,2,,9,,15,,7,,,-,12,,29,,72,,177,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2017,11,,-,9,,28,,27,,85,,,-,1,,8,,3,,11,,,-,3,,14,,13,,71,,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2017,11,6,,23,,45,,74,,118,,,-,2,,8,,14,,13,,,-,6,,15,,23,,74,,"VIRGINIA
(37.542699, -78.45822)",
DIST. OF COL.,2017,11,,-,0,,4,,,-,2,,,-,0,,1,,,-,2,,,-,0,,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WEST VIRGINIA,2017,11,,-,3,,10,,12,,19,,,-,0,,3,,,-,4,,,-,0,,2,,1,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
MOUNTAIN,2017,11,2,,53,,97,,345,,407,,1,,16,,32,,60,,91,,,-,31,,56,,141,,399,,,
PACIFIC,2017,11,51,,118,,188,,597,,949,,,-,23,,66,,101,,147,,1,,45,,77,,309,,432,,,
AMER. SAMOA,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ARIZONA,2017,11,,-,17,,34,,126,,121,,,-,3,,8,,17,,19,,,-,20,,49,,64,,323,,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2017,11,,-,11,,25,,41,,110,,,-,0,,0,,,-,,-,,-,0,,4,,2,,5,,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2017,11,,-,8,,23,,35,,56,,,-,3,,12,,16,,21,,,-,1,,5,,13,,53,,"OREGON
(44.567912, -120.156945)",
NEW YORK,2017,11,,-,26,,65,,113,,139,,,-,4,,16,,18,,23,,,-,4,,12,,21,,34,,"NEW YORK
(42.826892, -75.544286)",
NEW HAMPSHIRE,2017,11,,-,4,,10,,14,,22,,,-,0,,4,,2,,2,,,-,0,,3,,5,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEBRASKA,2017,11,1,,5,,14,,44,,35,,,-,2,,9,,15,,19,,1,,2,,14,,7,,37,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2017,11,,-,2,,17,,9,,10,,,-,0,,2,,,-,1,,,-,1,,6,,14,,5,,"DELAWARE
(39.008676, -75.574561)",
MASSACHUSETTS,2017,11,2,,21,,52,,131,,147,,,-,2,,7,,17,,19,,2,,3,,8,,35,,37,,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2017,11,,-,25,,53,,108,,148,,,-,0,,2,,2,,2,,,-,7,,22,,45,,84,,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2017,11,,-,6,,17,,31,,44,,,-,0,,5,,1,,1,,,-,3,,22,,27,,11,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGIN ISL.,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WYOMING,2017,11,,-,1,,5,,3,,8,,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"WYOMING
(43.23558, -108.110518)",
NEVADA,2017,11,,-,3,,9,,12,,25,,,-,1,,4,,2,,7,,,-,0,,10,,3,,11,,"NEVADA
(39.491833, -117.070159)",
MONTANA,2017,11,1,,3,,20,,19,,19,,,-,2,,15,,5,,9,,,-,0,,2,,,-,2,,"MONTANA
(47.062617, -109.430168)",
SOUTH DAKOTA,2017,11,,-,3,,107,,15,,36,,,-,1,,9,,2,,6,,,-,0,,2,,1,,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2017,11,1,,5,,11,,47,,77,,,-,2,,5,,4,,3,,,-,1,,4,,5,,15,,"UTAH
(39.359772, -111.584173)",
TEXAS,2017,11,28,,103,,310,,377,,513,,,-,17,,78,,62,,93,,14,,68,,135,,223,,917,,"TEXAS
(31.827233, -99.423022)",
OHIO,2017,11,,-,26,,68,,151,,217,,,-,4,,14,,22,,20,,,-,19,,30,,158,,316,,"OHIO
(40.056807, -82.405897)",
HAWAII,2017,11,1,,5,,16,,33,,50,,,-,0,,3,,8,,4,,1,,0,,5,,4,,10,,"HAWAII
(21.30992, -157.858158)",
OKLAHOMA,2017,11,9,,16,,52,,79,,68,,1,,2,,14,,9,,6,,3,,6,,68,,21,,163,,"OKLAHOMA
(35.468494, -97.521264)",
CONNECTICUT,2017,11,1,,8,,22,,44,,59,,,-,1,,34,,1,,16,,,-,1,,4,,7,,5,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH CAROLINA,2017,11,,-,28,,93,,89,,204,,,-,1,,4,,4,,6,,,-,8,,28,,29,,60,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2017,11,,-,25,,78,,110,,120,,,-,0,,4,,4,,5,,,-,4,,10,,37,,67,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MARYLAND,2017,11,,-,14,,37,,103,,107,,,-,1,,5,,11,,15,,2,,3,,8,,37,,29,,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2017,11,79,,107,,213,,661,,759,,4,,3,,8,,28,,39,,16,,13,,32,,114,,143,,"FLORIDA
(28.915325, -81.922409)",
MINNESOTA,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NORTH DAKOTA,2017,11,,-,1,,10,,10,,24,,,-,1,,3,,6,,4,,,-,0,,2,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2017,11,4,,13,,45,,54,,52,,,-,2,,7,,4,,4,,3,,2,,13,,47,,33,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2017,11,7,,18,,42,,109,,104,,3,,6,,19,,24,,23,,,-,9,,47,,60,,282,,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2017,11,1,,1,,5,,8,,17,,,-,0,,2,,1,,2,,,-,0,,1,,2,,,-,"ALASKA
(64.836661, -147.738891)",
COLORADO,2017,11,,-,12,,33,,78,,88,,,-,4,,11,,11,,29,,,-,4,,16,,40,,20,,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2017,11,,-,10,,35,,37,,128,,1,,1,,5,,6,,11,,,-,5,,14,,62,,51,,"KENTUCKY
(37.64591, -84.774043)",
IOWA,2017,11,,-,13,,58,,85,,107,,,-,4,,21,,11,,19,,,-,5,,23,,14,,165,,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2017,11,49,,13,,62,,95,,68,,,-,2,,37,,11,,,-,,-,2,,21,,18,,36,,"WASHINGTON
(47.517368, -120.467672)",
IDAHO,2017,11,,-,3,,10,,29,,25,,1,,3,,12,,20,,22,,,-,0,,4,,2,,15,,"IDAHO
(43.680635, -114.364237)",
MICHIGAN,2017,11,,-,17,,35,,80,,147,,,-,3,,12,,10,,26,,,-,11,,31,,41,,87,,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2017,11,,-,89,,152,,426,,758,,,-,16,,38,,65,,120,,,-,39,,69,,272,,333,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2017,11,,-,15,,30,,6,,140,,,-,4,,13,,1,,25,,,-,10,,39,,80,,211,,"WISCONSIN
(44.395526, -89.834513)",
VERMONT,2017,11,,-,1,,10,,5,,14,,,-,0,,2,,1,,3,,,-,0,,2,,6,,,-,"VERMONT
(43.622479, -72.51927)",
TENNESSEE,2017,11,3,,19,,108,,88,,116,,,-,3,,8,,22,,33,,1,,4,,13,,54,,41,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2017,11,2,,19,,57,,92,,95,,,-,0,,2,,3,,3,,,-,2,,5,,27,,10,,"MISSISSIPPI
(32.738663, -89.537312)",
C.N.M.I.,2017,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALABAMA,2017,11,1,,25,,48,,123,,186,,,-,0,,3,,4,,6,,,-,3,,10,,43,,81,,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2017,11,2,,8,,25,,41,,55,,,-,2,,7,,5,,11,,,-,4,,15,,40,,86,,"KANSAS
(38.345528, -98.201847)",
GUAM,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2017,12,204,,905,,1709,,5195,,6856,,21,,139,,272,,691,,964,,102,,373,,497,,2270,,4936,,,
NEW ENGLAND,2017,12,3,,40,,79,,228,,280,,,-,5,,38,,30,,81,,,-,5,,13,,62,,52,,,
MID. ATLANTIC,2017,12,15,,104,,255,,646,,741,,3,,18,,42,,128,,123,,15,,32,,70,,228,,412,,,
NEW YORK CITY,2017,12,7,,19,,42,,162,,138,,1,,2,,9,,24,,18,,12,,7,,17,,86,,100,,,
E.N. CENTRAL,2017,12,16,,101,,190,,397,,918,,5,,15,,87,,50,,117,,13,,55,,102,,369,,886,,,
W.N. CENTRAL,2017,12,15,,47,,202,,346,,407,,6,,17,,41,,72,,98,,3,,23,,70,,129,,615,,,
S. ATLANTIC,2017,12,86,,220,,505,,1386,,1667,,1,,12,,29,,91,,104,,25,,52,,85,,369,,603,,,
E.S. CENTRAL,2017,12,4,,68,,208,,360,,559,,1,,5,,13,,38,,55,,7,,16,,28,,206,,195,,,
W.S. CENTRAL,2017,12,32,,166,,340,,663,,806,,1,,23,,95,,79,,115,,32,,87,,161,,373,,1281,,,
MOUNTAIN,2017,12,25,,53,,97,,417,,450,,3,,16,,32,,77,,103,,6,,30,,56,,159,,432,,,
PACIFIC,2017,12,8,,119,,188,,752,,1028,,1,,23,,64,,126,,168,,1,,45,,77,,375,,460,,,
AMER. SAMOA,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEVADA,2017,12,,-,3,,9,,19,,31,,,-,1,,4,,5,,8,,,-,1,,10,,6,,11,,"NEVADA
(39.491833, -117.070159)",
IDAHO,2017,12,1,,3,,10,,30,,29,,,-,3,,12,,20,,24,,,-,0,,4,,2,,19,,"IDAHO
(43.680635, -114.364237)",
MICHIGAN,2017,12,,-,17,,35,,83,,169,,,-,3,,12,,10,,27,,,-,11,,31,,53,,97,,"MICHIGAN
(44.66399, -84.711206)",
WEST VIRGINIA,2017,12,,-,3,,10,,12,,25,,,-,0,,3,,,-,4,,,-,0,,2,,1,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH DAKOTA,2017,12,,-,3,,107,,25,,38,,,-,1,,9,,3,,8,,,-,0,,2,,3,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2017,12,,-,25,,53,,108,,162,,,-,0,,2,,2,,3,,,-,7,,22,,45,,88,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2017,12,,-,3,,20,,20,,21,,,-,2,,15,,6,,11,,,-,0,,2,,,-,3,,"MONTANA
(47.062617, -109.430168)",
PUERTO RICO,2017,12,,-,11,,25,,41,,118,,,-,0,,0,,,-,,-,,-,0,,4,,2,,5,,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2017,12,,-,9,,28,,42,,95,,,-,1,,8,,5,,13,,,-,3,,14,,13,,75,,"INDIANA
(39.76845, -86.156212)",
WISCONSIN,2017,12,,-,15,,30,,7,,150,,,-,4,,13,,1,,30,,1,,10,,39,,89,,232,,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2017,12,1,,19,,108,,97,,124,,1,,3,,8,,25,,35,,3,,4,,13,,64,,43,,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2017,12,,-,33,,64,,92,,273,,,-,3,,62,,6,,25,,,-,9,,22,,39,,142,,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2017,12,2,,13,,67,,97,,76,,,-,2,,35,,11,,,-,,-,2,,21,,18,,37,,"WASHINGTON
(47.517368, -120.467672)",
ALASKA,2017,12,,-,1,,5,,8,,17,,,-,0,,2,,1,,3,,,-,0,,1,,2,,,-,"ALASKA
(64.836661, -147.738891)",
CALIFORNIA,2017,12,4,,91,,152,,554,,813,,,-,16,,39,,75,,135,,1,,39,,69,,335,,355,,"CALIFORNIA
(37.640735, -121.002435)",
TEXAS,2017,12,24,,103,,312,,413,,509,,,-,18,,92,,62,,99,,21,,67,,136,,247,,987,,"TEXAS
(31.827233, -99.423022)",
C.N.M.I.,2017,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OREGON,2017,12,1,,8,,23,,52,,66,,1,,3,,12,,31,,25,,,-,1,,5,,16,,58,,"OREGON
(44.567912, -120.156945)",
DELAWARE,2017,12,,-,2,,17,,9,,10,,,-,0,,2,,1,,1,,,-,1,,6,,14,,6,,"DELAWARE
(39.008676, -75.574561)",
OKLAHOMA,2017,12,5,,16,,52,,84,,79,,1,,2,,14,,10,,6,,2,,6,,68,,23,,171,,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2017,12,2,,1,,10,,10,,15,,,-,0,,2,,1,,4,,,-,0,,2,,8,,,-,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2017,12,8,,50,,123,,269,,318,,2,,8,,26,,68,,57,,3,,16,,48,,78,,218,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSISSIPPI,2017,12,,-,19,,57,,95,,105,,,-,0,,2,,3,,3,,2,,2,,5,,33,,12,,"MISSISSIPPI
(32.738663, -89.537312)",
MASSACHUSETTS,2017,12,,-,21,,52,,131,,160,,,-,2,,7,,17,,19,,,-,3,,8,,35,,39,,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2017,12,7,,12,,33,,96,,102,,1,,4,,11,,13,,32,,1,,4,,16,,41,,20,,"COLORADO
(38.841772, -106.132562)",
HAWAII,2017,12,1,,5,,16,,41,,56,,,-,0,,3,,8,,5,,,-,0,,5,,4,,10,,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2017,12,1,,6,,17,,38,,46,,,-,0,,5,,2,,1,,,-,3,,22,,28,,12,,"NEW MEXICO
(34.520396, -106.244402)",
KANSAS,2017,12,1,,8,,25,,51,,60,,,-,2,,7,,5,,12,,,-,4,,15,,40,,91,,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2017,12,54,,107,,213,,717,,813,,1,,3,,8,,29,,39,,15,,14,,32,,130,,149,,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2017,12,8,,25,,78,,135,,128,,,-,0,,4,,6,,7,,3,,4,,10,,43,,73,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MAINE,2017,12,,-,2,,7,,10,,12,,,-,0,,3,,2,,4,,,-,0,,1,,2,,,-,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2017,12,,-,2,,6,,12,,7,,,-,0,,2,,2,,,-,,-,0,,4,,4,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2017,12,4,,6,,11,,58,,81,,,-,2,,5,,6,,6,,,-,1,,4,,6,,18,,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2017,12,,-,1,,10,,11,,27,,,-,0,,3,,6,,4,,,-,0,,2,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2017,12,,-,28,,93,,97,,218,,,-,1,,4,,6,,8,,,-,8,,28,,32,,68,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2017,12,3,,13,,45,,58,,56,,,-,2,,7,,5,,7,,9,,3,,13,,58,,35,,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2017,12,,-,4,,10,,14,,22,,,-,0,,4,,3,,4,,,-,0,,3,,5,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2017,12,,-,26,,65,,152,,156,,,-,4,,16,,27,,25,,,-,4,,12,,28,,37,,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2017,12,2,,5,,14,,46,,38,,4,,2,,9,,20,,20,,,-,2,,14,,7,,37,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2017,12,9,,18,,42,,119,,126,,2,,6,,19,,27,,29,,2,,8,,47,,63,,293,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2017,12,1,,8,,22,,51,,64,,,-,1,,34,,5,,50,,,-,1,,4,,8,,5,,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2017,12,3,,25,,48,,131,,194,,,-,0,,3,,4,,6,,1,,3,,10,,47,,87,,"ALABAMA
(32.839182, -86.631125)",
OHIO,2017,12,16,,26,,68,,173,,231,,5,,4,,14,,28,,22,,12,,19,,30,,175,,340,,"OHIO
(40.056807, -82.405897)",
GEORGIA,2017,12,7,,42,,159,,214,,223,,,-,2,,9,,21,,7,,1,,11,,29,,81,,185,,"GEORGIA
(32.836038, -83.631709)",
MINNESOTA,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
IOWA,2017,12,3,,13,,58,,94,,118,,,-,3,,21,,11,,25,,1,,5,,23,,16,,188,,"IOWA
(42.46942, -93.815856)",
GUAM,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2017,12,,-,15,,55,,63,,129,,,-,2,,7,,9,,23,,,-,5,,10,,36,,57,,"NEW JERSEY
(40.104655, -74.386686)",
VIRGIN ISL.,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KENTUCKY,2017,12,,-,10,,35,,37,,136,,,-,1,,5,,6,,11,,1,,5,,14,,62,,53,,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2017,12,8,,22,,45,,84,,125,,,-,2,,8,,16,,21,,1,,6,,15,,24,,86,,"VIRGINIA
(37.542699, -78.45822)",
DIST. OF COL.,2017,12,,-,0,,4,,,-,2,,,-,0,,1,,,-,2,,,-,0,,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MARYLAND,2017,12,9,,14,,37,,118,,123,,,-,1,,5,,12,,15,,5,,3,,8,,44,,32,,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2017,12,,-,1,,5,,6,,10,,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2017,12,12,,17,,34,,150,,130,,2,,3,,8,,25,,20,,5,,19,,49,,76,,347,,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2017,13,267,,907,,1708,,5708,,7566,,34,,137,,269,,739,,1074,,131,,378,,500,,2490,,5372,,,
NEW ENGLAND,2017,13,2,,40,,79,,240,,308,,1,,5,,15,,34,,88,,2,,5,,13,,67,,55,,,
MID. ATLANTIC,2017,13,34,,104,,255,,643,,827,,1,,17,,40,,125,,145,,9,,32,,70,,228,,450,,,
NEW YORK CITY,2017,13,17,,19,,42,,179,,149,,1,,2,,9,,25,,19,,6,,7,,17,,92,,106,,,
E.N. CENTRAL,2017,13,21,,101,,190,,445,,1024,,4,,15,,87,,56,,138,,13,,54,,102,,401,,946,,,
W.N. CENTRAL,2017,13,10,,47,,202,,374,,450,,3,,17,,41,,77,,106,,8,,22,,70,,142,,645,,,
S. ATLANTIC,2017,13,83,,225,,504,,1585,,1813,,11,,10,,23,,103,,94,,36,,53,,84,,426,,667,,,
E.S. CENTRAL,2017,13,14,,68,,207,,414,,597,,1,,6,,13,,43,,58,,3,,16,,28,,219,,209,,,
W.S. CENTRAL,2017,13,40,,167,,341,,728,,908,,4,,23,,105,,89,,132,,25,,81,,162,,414,,1423,,,
MOUNTAIN,2017,13,32,,53,,97,,456,,499,,9,,15,,32,,90,,120,,14,,31,,56,,182,,485,,,
PACIFIC,2017,13,31,,119,,188,,823,,1140,,,-,23,,63,,122,,193,,21,,45,,77,,418,,492,,,
AMER. SAMOA,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2017,13,,-,1,,10,,11,,27,,,-,1,,3,,6,,5,,,-,0,,2,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2017,13,24,,13,,73,,117,,89,,,-,2,,34,,11,,,-,18,,2,,23,,36,,37,,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2017,13,,-,15,,55,,64,,145,,,-,2,,7,,12,,25,,,-,5,,11,,36,,62,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2017,13,,-,3,,9,,19,,33,,,-,1,,4,,6,,12,,,-,1,,10,,6,,12,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2017,13,20,,12,,33,,116,,110,,2,,4,,11,,15,,35,,3,,4,,16,,44,,22,,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2017,13,13,,26,,65,,125,,176,,,-,4,,16,,20,,41,,3,,4,,12,,20,,39,,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2017,13,7,,14,,37,,127,,132,,,-,1,,5,,12,,15,,,-,3,,8,,46,,35,,"MARYLAND
(39.290443, -76.612333)",
NORTH CAROLINA,2017,13,,-,28,,93,,112,,245,,,-,1,,4,,6,,9,,,-,8,,28,,33,,76,,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2017,13,1,,10,,35,,60,,143,,,-,1,,5,,7,,12,,,-,5,,14,,64,,54,,"KENTUCKY
(37.64591, -84.774043)",
ALASKA,2017,13,1,,1,,5,,9,,18,,,-,0,,3,,1,,4,,1,,0,,1,,4,,,-,"ALASKA
(64.836661, -147.738891)",
SOUTH DAKOTA,2017,13,,-,3,,107,,25,,43,,,-,1,,9,,3,,8,,,-,0,,2,,3,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2017,13,,-,25,,78,,135,,139,,,-,0,,4,,6,,8,,,-,4,,10,,43,,80,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MASSACHUSETTS,2017,13,,-,21,,52,,131,,170,,,-,2,,7,,17,,20,,,-,3,,8,,35,,41,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2017,13,,-,6,,17,,39,,52,,,-,1,,5,,3,,1,,,-,3,,22,,29,,13,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGIN ISL.,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PENNSYLVANIA,2017,13,4,,50,,123,,275,,357,,,-,8,,26,,68,,60,,,-,16,,48,,80,,243,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2017,13,3,,22,,45,,91,,140,,,-,2,,8,,18,,23,,2,,6,,15,,27,,101,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2017,13,1,,5,,14,,48,,41,,1,,2,,9,,19,,21,,,-,2,,14,,7,,39,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2017,13,,-,2,,17,,10,,11,,,-,0,,2,,1,,1,,,-,1,,6,,16,,7,,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2017,13,,-,2,,10,,10,,18,,,-,0,,2,,1,,4,,1,,0,,2,,9,,,-,"VERMONT
(43.622479, -72.51927)",
MINNESOTA,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
TENNESSEE,2017,13,4,,19,,107,,105,,136,,1,,3,,8,,28,,35,,,-,4,,13,,72,,44,,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2017,13,26,,104,,312,,452,,591,,,-,18,,102,,66,,113,,20,,66,,136,,279,,1100,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2017,13,4,,91,,152,,613,,900,,,-,16,,39,,79,,156,,2,,40,,69,,360,,384,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2017,13,,-,33,,64,,114,,306,,,-,3,,62,,6,,29,,,-,9,,22,,41,,153,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2017,13,3,,25,,53,,114,,175,,,-,0,,2,,2,,4,,,-,7,,22,,48,,93,,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2017,13,1,,17,,35,,84,,187,,1,,3,,12,,11,,33,,3,,11,,31,,54,,104,,"MICHIGAN
(44.66399, -84.711206)",
PUERTO RICO,2017,13,,-,11,,25,,41,,129,,,-,0,,0,,,-,,-,,-,0,,4,,2,,5,,"PUERTO RICO
(18.215692, -66.414655)",
