Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2017","Tetanus, Cum 2017, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2017","Varicella (chickenpox), Cum 2017, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag",Location 1,Location 2
MISSOURI,2017,13,,-,0,,0,,,-,,-,1,,3,,8,,45,,37,,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2017,13,,-,0,,0,,,-,,-,,-,0,,4,,2,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2017,13,,-,0,,0,,,-,,-,,-,0,,4,,,-,13,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DIST. OF COL.,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
INDIANA,2017,13,,-,0,,1,,,-,,-,,-,3,,9,,26,,54,,"INDIANA
(39.76845, -86.156212)",
PUERTO RICO,2017,13,,-,0,,0,,,-,,-,,-,1,,5,,9,,27,,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2017,13,,-,0,,1,,,-,,-,,-,4,,15,,3,,64,,"VIRGINIA
(37.542699, -78.45822)",
WEST VIRGINIA,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2017,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KENTUCKY,2017,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
UNITED STATES,2017,14,,-,1,,3,,10,,7,,75,,158,,237,,1916,,2620,,,
NEW ENGLAND,2017,14,,-,0,,1,,,-,,-,3,,13,,27,,159,,233,,,
MID. ATLANTIC,2017,14,,-,0,,2,,,-,,-,9,,25,,61,,322,,444,,,
NEW YORK CITY,2017,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,14,,-,0,,1,,1,,2,,15,,33,,56,,445,,575,,,
W.N. CENTRAL,2017,14,,-,0,,1,,1,,,-,1,,11,,29,,159,,167,,,
S. ATLANTIC,2017,14,,-,0,,1,,3,,1,,23,,22,,39,,277,,420,,,
E.S. CENTRAL,2017,14,,-,0,,1,,1,,1,,1,,2,,7,,20,,30,,,
W.S. CENTRAL,2017,14,,-,0,,1,,1,,1,,12,,28,,84,,340,,377,,,
MOUNTAIN,2017,14,,-,0,,1,,2,,1,,11,,15,,39,,173,,353,,,
PACIFIC,2017,14,,-,0,,1,,1,,1,,,-,1,,6,,21,,21,,,
AMER. SAMOA,2017,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
OKLAHOMA,2017,14,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2017,14,,-,0,,0,,,-,,-,,-,3,,7,,36,,37,,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2017,14,,-,0,,0,,,-,,-,1,,2,,6,,30,,49,,"CONNECTICUT
(41.544654, -72.651713)",
OREGON,2017,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2017,14,,-,0,,0,,,-,,-,,-,0,,8,,1,,28,,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2017,14,,-,0,,1,,1,,,-,,-,0,,2,,10,,11,,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2017,14,,-,0,,1,,1,,,-,,-,2,,6,,17,,29,,"ALABAMA
(32.839182, -86.631125)",
WASHINGTON,2017,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEW JERSEY,2017,14,,-,0,,0,,,-,,-,,-,6,,23,,102,,109,,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2017,14,,-,0,,1,,1,,,-,1,,9,,21,,126,,214,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
OHIO,2017,14,,-,0,,1,,,-,1,,8,,8,,23,,144,,148,,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2017,14,,-,0,,1,,,-,,-,1,,0,,2,,3,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2017,14,,-,0,,0,,,-,,-,,-,0,,4,,,-,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH DAKOTA,2017,14,,-,0,,0,,,-,,-,,-,1,,21,,11,,17,,"NORTH DAKOTA
(47.475879, -100.121011)",
PUERTO RICO,2017,14,,-,0,,0,,,-,,-,,-,1,,5,,9,,28,,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2017,14,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
MASSACHUSETTS,2017,14,,-,0,,0,,,-,,-,,-,4,,16,,58,,81,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEVADA,2017,14,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2017,14,,-,0,,2,,,-,,-,9,,19,,51,,220,,335,,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2017,14,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
IDAHO,2017,14,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
INDIANA,2017,14,,-,0,,1,,,-,,-,5,,3,,9,,38,,57,,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2017,14,,-,0,,1,,1,,1,,23,,13,,28,,205,,270,,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2017,14,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
RHODE ISLAND,2017,14,,-,0,,0,,,-,,-,,-,1,,6,,13,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2017,14,,-,0,,0,,,-,,-,1,,3,,21,,54,,6,,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2017,14,,-,0,,1,,,-,,-,,-,3,,15,,4,,66,,"VIRGINIA
(37.542699, -78.45822)",
TEXAS,2017,14,,-,0,,1,,,-,1,,12,,24,,80,,320,,300,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2017,14,,-,0,,1,,1,,,-,,-,0,,4,,5,,5,,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2017,14,,-,0,,0,,,-,,-,2,,0,,6,,11,,31,,"MONTANA
(47.062617, -109.430168)",
VIRGIN ISL.,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
C.N.M.I.,2017,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
UTAH,2017,14,,-,0,,0,,,-,,-,,-,3,,10,,43,,103,,"UTAH
(39.359772, -111.584173)",
ALASKA,2017,14,,-,0,,0,,,-,1,,,-,0,,2,,7,,5,,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2017,14,,-,0,,1,,1,,,-,,-,2,,10,,19,,49,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2017,14,,-,0,,0,,,-,,-,6,,5,,32,,51,,96,,"COLORADO
(38.841772, -106.132562)",
SOUTH CAROLINA,2017,14,,-,0,,0,,,-,,-,,-,2,,9,,25,,37,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2017,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2017,14,,-,0,,0,,,-,,-,1,,3,,8,,46,,40,,"MISSOURI
(38.636168, -92.566292)",
VERMONT,2017,14,,-,0,,0,,,-,,-,1,,0,,4,,15,,25,,"VERMONT
(43.622479, -72.51927)",
ILLINOIS,2017,14,,-,0,,0,,,-,1,,,-,7,,19,,83,,150,,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2017,14,,-,0,,0,,,-,,-,,-,6,,16,,90,,88,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2017,14,,-,0,,0,,,-,,-,,-,0,,4,,2,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2017,14,,-,0,,0,,,-,,-,,-,0,,3,,6,,4,,"DELAWARE
(39.008676, -75.574561)",
DIST. OF COL.,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW MEXICO,2017,14,,-,0,,0,,,-,,-,,-,1,,4,,13,,22,,"NEW MEXICO
(34.520396, -106.244402)",
MAINE,2017,14,,-,0,,1,,,-,,-,1,,4,,9,,43,,52,,"MAINE
(45.252223, -68.986647)",
IOWA,2017,14,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW YORK,2017,14,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2017,14,,-,0,,0,,,-,1,,3,,4,,13,,55,,100,,"ARIZONA
(34.869712, -111.760902)",
HAWAII,2017,14,,-,0,,0,,,-,,-,,-,0,,5,,9,,11,,"HAWAII
(21.30992, -157.858158)",
TENNESSEE,2017,14,,-,0,,1,,,-,1,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2017,15,,-,1,,3,,11,,7,,54,,157,,237,,2055,,2843,,,
NEW ENGLAND,2017,15,,-,0,,1,,,-,,-,,-,13,,27,,161,,260,,,
MID. ATLANTIC,2017,15,,-,0,,2,,,-,,-,6,,24,,61,,345,,477,,,
NEW YORK CITY,2017,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,15,,-,0,,1,,1,,2,,12,,33,,56,,464,,620,,,
W.N. CENTRAL,2017,15,,-,0,,1,,1,,,-,5,,11,,22,,189,,182,,,
S. ATLANTIC,2017,15,,-,0,,1,,3,,1,,,-,23,,39,,284,,443,,,
E.S. CENTRAL,2017,15,,-,0,,1,,1,,1,,,-,2,,7,,20,,37,,,
W.S. CENTRAL,2017,15,,-,0,,1,,1,,1,,19,,27,,85,,380,,423,,,
MOUNTAIN,2017,15,,-,0,,1,,3,,1,,12,,15,,39,,189,,380,,,
PACIFIC,2017,15,,-,0,,1,,1,,1,,,-,1,,6,,23,,21,,,
AMER. SAMOA,2017,15,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
GEORGIA,2017,15,,-,0,,0,,,-,,-,,-,3,,7,,36,,42,,"GEORGIA
(32.836038, -83.631709)",
NORTH CAROLINA,2017,15,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2017,15,,-,0,,0,,,-,,-,,-,4,,16,,58,,94,,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2017,15,,-,0,,1,,1,,,-,4,,1,,8,,15,,36,,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2017,15,,-,0,,0,,,-,,-,1,,1,,4,,15,,26,,"NEW MEXICO
(34.520396, -106.244402)",
ALABAMA,2017,15,,-,0,,1,,1,,,-,,-,2,,6,,17,,35,,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2017,15,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2017,15,,-,0,,0,,,-,,-,2,,4,,21,,59,,8,,"WISCONSIN
(44.395526, -89.834513)",
NEVADA,2017,15,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2017,15,,-,0,,0,,,-,,-,,-,0,,3,,6,,4,,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2017,15,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2017,15,,-,0,,1,,1,,,-,6,,8,,21,,135,,230,,"MICHIGAN
(44.66399, -84.711206)",
ARKANSAS,2017,15,,-,0,,1,,1,,,-,1,,2,,10,,25,,50,,"ARKANSAS
(34.748745, -92.275105)",
VERMONT,2017,15,,-,0,,0,,,-,,-,,-,0,,4,,17,,25,,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2017,15,,-,0,,1,,1,,,-,,-,0,,4,,5,,5,,"CALIFORNIA
(37.640735, -121.002435)",
MAINE,2017,15,,-,0,,1,,,-,,-,,-,4,,10,,43,,64,,"MAINE
(45.252223, -68.986647)",
UTAH,2017,15,,-,0,,0,,,-,,-,1,,3,,10,,44,,106,,"UTAH
(39.359772, -111.584173)",
OREGON,2017,15,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2017,15,,-,0,,0,,,-,,-,,-,0,,4,,2,,12,,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2017,15,,-,0,,1,,1,,1,,,-,13,,28,,205,,286,,"FLORIDA
(28.915325, -81.922409)",
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
HAWAII,2017,15,,-,0,,0,,,-,,-,,-,0,,5,,10,,11,,"HAWAII
(21.30992, -157.858158)",
COLORADO,2017,15,,-,0,,0,,,-,,-,,-,5,,32,,51,,102,,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2017,15,,-,0,,0,,,-,,-,,-,1,,6,,13,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2017,15,,-,0,,0,,,-,,-,,-,0,,8,,1,,29,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2017,15,,-,0,,0,,,-,,-,,-,2,,9,,25,,37,,"SOUTH CAROLINA
(34.009286, -81.037094)",
TEXAS,2017,15,,-,0,,1,,,-,1,,18,,23,,81,,354,,344,,"TEXAS
(31.827233, -99.423022)",
NEW HAMPSHIRE,2017,15,,-,0,,0,,,-,,-,,-,0,,4,,,-,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW JERSEY,2017,15,,-,0,,0,,,-,,-,,-,6,,23,,106,,116,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2017,15,,-,0,,1,,,-,1,,3,,8,,23,,147,,156,,"OHIO
(40.056807, -82.405897)",
ILLINOIS,2017,15,,-,0,,0,,,-,1,,1,,7,,19,,84,,162,,"ILLINOIS
(40.477092, -88.993221)",
KENTUCKY,2017,15,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
WYOMING,2017,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
NORTH DAKOTA,2017,15,,-,0,,0,,,-,,-,,-,1,,3,,13,,19,,"NORTH DAKOTA
(47.475879, -100.121011)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DIST. OF COL.,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
TENNESSEE,2017,15,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2017,15,,-,0,,0,,,-,,-,,-,1,,5,,9,,28,,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2017,15,,-,0,,1,,,-,,-,,-,3,,9,,39,,64,,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2017,15,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2017,15,,-,0,,2,,,-,,-,6,,18,,51,,239,,361,,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2017,15,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2017,15,,-,0,,1,,,-,,-,,-,0,,2,,3,,2,,"MISSISSIPPI
(32.738663, -89.537312)",
ARIZONA,2017,15,,-,0,,0,,,-,1,,6,,4,,13,,64,,109,,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2017,15,,-,0,,1,,1,,,-,,-,0,,2,,10,,12,,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2017,15,,-,0,,0,,,-,,-,,-,2,,6,,30,,51,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2017,15,,-,0,,0,,,-,,-,4,,3,,8,,48,,44,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2017,15,,-,0,,0,,,-,,-,1,,7,,16,,116,,95,,"MINNESOTA
(46.357661, -94.793397)",
WEST VIRGINIA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2017,15,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ALASKA,2017,15,,-,0,,0,,,-,1,,,-,0,,2,,8,,5,,"ALASKA
(64.836661, -147.738891)",
IDAHO,2017,15,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
VIRGINIA,2017,15,,-,0,,1,,,-,,-,,-,4,,15,,11,,68,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
