Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Current week","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Current week, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2017","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2016","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2016, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Current week","Invasive Pneumococcal Disease§, Age LT 5, Probable, Current week, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2017","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2017, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2016","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2016, flag",Location 1,Location 2
MAINE,2017,13,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
CALIFORNIA,2017,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2017,13,2,,1,,7,,12,,17,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2017,13,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2017,13,1,,0,,7,,10,,14,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2017,13,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
COLORADO,2017,13,1,,0,,3,,8,,6,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2017,13,,-,0,,2,,7,,9,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
IOWA,2017,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
VERMONT,2017,13,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2017,13,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2017,13,,-,0,,2,,4,,11,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WEST VIRGINIA,2017,13,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW JERSEY,2017,13,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
KENTUCKY,2017,13,,-,0,,2,,6,,1,,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OREGON,2017,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
INDIANA,2017,13,,-,0,,3,,10,,4,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
OHIO,2017,13,1,,1,,4,,22,,24,,,-,0,,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2017,13,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH DAKOTA,2017,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2017,13,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2017,13,1,,0,,2,,9,,12,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2017,13,,-,0,,2,,8,,5,,,-,0,,2,,2,,,-,"MISSOURI
(38.636168, -92.566292)",
WYOMING,2017,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2017,13,1,,0,,2,,6,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH CAROLINA,2017,13,,-,0,,4,,5,,4,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGIN ISL.,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MINNESOTA,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
DIST. OF COL.,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH DAKOTA,2017,13,,-,0,,2,,3,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2017,13,,-,0,,4,,4,,16,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2017,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2017,13,,-,1,,3,,8,,20,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2017,13,,-,0,,5,,10,,10,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2017,13,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
UTAH,2017,13,,-,0,,3,,4,,8,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
UNITED STATES,2017,14,8,,20,,38,,288,,367,,,-,0,,2,,4,,,-,,
NEW ENGLAND,2017,14,,-,1,,4,,9,,24,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,14,,-,2,,9,,31,,35,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,14,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,14,1,,2,,7,,51,,55,,,-,0,,1,,1,,,-,,
W.N. CENTRAL,2017,14,1,,1,,4,,20,,17,,,-,0,,2,,2,,,-,,
S. ATLANTIC,2017,14,4,,5,,10,,70,,77,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,14,,-,2,,8,,26,,35,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,14,1,,4,,16,,46,,68,,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,14,1,,2,,6,,33,,53,,,-,0,,1,,,-,,-,,
PACIFIC,2017,14,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
KENTUCKY,2017,14,,-,0,,2,,6,,2,,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2017,14,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
INDIANA,2017,14,,-,0,,3,,11,,5,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
TEXAS,2017,14,,-,2,,16,,30,,44,,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
DIST. OF COL.,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
CONNECTICUT,2017,14,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WISCONSIN,2017,14,1,,0,,2,,12,,9,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2017,14,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2017,14,,-,0,,2,,5,,9,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2017,14,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
C.N.M.I.,2017,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK,2017,14,,-,1,,7,,12,,18,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2017,14,,-,0,,4,,4,,16,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2017,14,1,,0,,2,,9,,5,,,-,0,,2,,2,,,-,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2017,14,3,,1,,5,,26,,20,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2017,14,,-,0,,4,,9,,4,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NORTH DAKOTA,2017,14,,-,0,,2,,3,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2017,14,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGIN ISL.,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2017,14,,-,1,,4,,24,,25,,,-,0,,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
VERMONT,2017,14,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WYOMING,2017,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
RHODE ISLAND,2017,14,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2017,14,,-,1,,5,,15,,26,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2017,14,,-,0,,2,,6,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2017,14,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2017,14,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CALIFORNIA,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2017,14,,-,0,,2,,5,,11,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2017,14,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
SOUTH DAKOTA,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW MEXICO,2017,14,,-,0,,2,,2,,6,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WASHINGTON,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2017,14,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
UTAH,2017,14,,-,0,,3,,6,,9,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OREGON,2017,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
DELAWARE,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEVADA,2017,14,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MAINE,2017,14,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
OKLAHOMA,2017,14,1,,0,,3,,5,,5,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2017,14,1,,0,,2,,10,,13,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
TENNESSEE,2017,14,,-,0,,7,,10,,16,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ALABAMA,2017,14,,-,0,,2,,7,,10,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
VIRGINIA,2017,14,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2017,14,,-,0,,1,,4,,2,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
PENNSYLVANIA,2017,14,,-,0,,5,,10,,10,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ARIZONA,2017,14,1,,1,,3,,9,,22,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2017,14,,-,0,,2,,6,,10,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2017,14,,-,0,,2,,8,,6,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2017,15,9,,20,,39,,306,,387,,,-,0,,2,,4,,,-,,
NEW ENGLAND,2017,15,,-,1,,4,,10,,28,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,15,,-,2,,9,,34,,36,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,15,,-,1,,2,,9,,8,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,15,5,,2,,7,,57,,56,,,-,0,,1,,1,,,-,,
W.N. CENTRAL,2017,15,,-,1,,4,,20,,19,,,-,0,,2,,2,,,-,,
S. ATLANTIC,2017,15,,-,5,,10,,71,,80,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,15,1,,2,,8,,28,,37,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,15,1,,4,,16,,48,,72,,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,15,2,,2,,6,,35,,56,,,-,0,,1,,,-,,-,,
PACIFIC,2017,15,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
WYOMING,2017,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2017,15,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
TENNESSEE,2017,15,1,,0,,7,,11,,16,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2017,15,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MARYLAND,2017,15,,-,0,,2,,10,,13,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2017,15,,-,0,,3,,6,,10,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
GEORGIA,2017,15,,-,1,,5,,15,,27,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2017,15,,-,1,,5,,26,,22,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2017,15,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
DIST. OF COL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MINNESOTA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
IOWA,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
CONNECTICUT,2017,15,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2017,15,,-,0,,2,,4,,8,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2017,15,1,,2,,16,,32,,46,,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
MAINE,2017,15,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MICHIGAN,2017,15,,-,0,,4,,4,,16,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2017,15,,-,0,,3,,12,,5,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NORTH DAKOTA,2017,15,,-,0,,2,,3,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2017,15,,-,0,,2,,6,,2,,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
CALIFORNIA,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2017,15,,-,0,,2,,6,,6,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2017,15,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2017,15,1,,1,,3,,10,,23,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2017,15,,-,1,,7,,12,,18,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2017,15,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2017,15,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2017,15,,-,0,,5,,12,,10,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2017,15,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
OREGON,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2017,15,,-,0,,4,,10,,4,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSOURI,2017,15,,-,0,,2,,9,,5,,,-,0,,2,,2,,,-,"MISSOURI
(38.636168, -92.566292)",
VERMONT,2017,15,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2017,15,,-,0,,1,,4,,3,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MONTANA,2017,15,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
OHIO,2017,15,5,,1,,4,,29,,26,,,-,0,,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2017,15,,-,0,,2,,5,,12,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEVADA,2017,15,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2017,15,,-,0,,2,,6,,12,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WISCONSIN,2017,15,,-,0,,2,,12,,9,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2017,15,,-,0,,2,,7,,11,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2017,15,,-,0,,3,,5,,5,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2017,15,,-,0,,2,,2,,6,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2017,15,,-,0,,2,,5,,9,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2017,15,1,,0,,2,,9,,6,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
WEST VIRGINIA,2017,15,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
