Reporting Area,MMWR Year,MMWR Week,"West Nile virus disease§, Neuroinvasive Current week","West Nile virus disease§, Neuroinvasive Current week, flag ","West Nile virus disease§, Neuroinvasive Previous 52 weeks Med","West Nile virus disease§, Neuroinvasive Previous 52 weeks Med, flag","West Nile virus disease§, Neuroinvasive Previous 52 weeks Max","West Nile virus disease§, Neuroinvasive Previous 52 weeks Max, flag","West Nile virus disease§, Neuroinvasive Cum 2017","West Nile virus disease§, Neuroinvasive Cum 2017, flag","West Nile virus disease§, Neuroinvasive Cum 2016","West Nile virus disease§, Neuroinvasive Cum 2016, flag","West Nile virus disease§, Nonneuroinvasive Current week","West Nile virus disease§, Nonneuroinvasiveś Current week, flag","West Nile virus disease§, Nonneuroinvasiveś Previous 52 weeks Med","West Nile virus disease§, Nonneuroinvasiveś Previous 52 weeks Med, flag","West Nile virus disease§, Nonneuroinvasiveś Previous 52 weeks Max","West Nile virus disease§, Nonneuroinvasiveś Previous 52 weeks Max, flag","West Nile virus disease§, Nonneuroinvasiveś Cum 2017","West Nile virus disease§, Nonneuroinvasiveś Cum 2017, flag","West Nile virus disease§, Nonneuroinvasiveś Cum 2016","West Nile virus disease§, Nonneuroinvasiveś Cum 2016, flag",Location 1,Location 2
TEXAS,2017,13,,-,1,,18,,,-,,-,,-,0,,10,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2017,13,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2017,13,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2017,13,,-,0,,0,,,-,,-,,-,0,,27,,1,,,-,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NORTH CAROLINA,2017,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WISCONSIN,2017,13,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
FLORIDA,2017,13,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2017,13,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2017,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2017,13,,-,0,,7,,,-,,-,,-,0,,7,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2017,13,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ALASKA,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH DAKOTA,2017,13,,-,0,,8,,,-,,-,,-,0,,16,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2017,13,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2017,13,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH CAROLINA,2017,13,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2017,13,,-,0,,6,,,-,,-,,-,0,,3,,,-,1,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
IDAHO,2017,13,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2017,13,,-,0,,6,,,-,,-,,-,0,,3,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
DIST. OF COL.,2017,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
DELAWARE,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2017,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
OHIO,2017,13,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"OHIO
(40.056807, -82.405897)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK,2017,13,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW HAMPSHIRE,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2017,14,,-,9,,105,,2,,,-,,-,5,,112,,3,,1,,,
NEW ENGLAND,2017,14,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,
MID. ATLANTIC,2017,14,,-,0,,6,,,-,,-,,-,0,,4,,,-,,-,,
NEW YORK CITY,2017,14,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,14,,-,0,,17,,,-,,-,,-,0,,29,,1,,,-,,
W.N. CENTRAL,2017,14,,-,0,,17,,1,,,-,,-,1,,48,,2,,,-,,
S. ATLANTIC,2017,14,,-,0,,6,,1,,,-,,-,0,,2,,,-,,-,,
E.S. CENTRAL,2017,14,,-,0,,4,,,-,,-,,-,0,,4,,,-,,-,,
W.S. CENTRAL,2017,14,,-,2,,20,,,-,,-,,-,1,,12,,,-,,-,,
MOUNTAIN,2017,14,,-,0,,17,,,-,,-,,-,0,,23,,,-,1,,,
PACIFIC,2017,14,,-,1,,43,,,-,,-,,-,0,,23,,,-,,-,,
AMER. SAMOA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
TEXAS,2017,14,,-,1,,18,,,-,,-,,-,0,,10,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEVADA,2017,14,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
SOUTH CAROLINA,2017,14,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MASSACHUSETTS,2017,14,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2017,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2017,14,,-,0,,10,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
UTAH,2017,14,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"UTAH
(39.359772, -111.584173)",
WYOMING,2017,14,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2017,14,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2017,14,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.680635, -114.364237)",
IOWA,2017,14,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2017,14,,-,0,,8,,,-,,-,,-,0,,16,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
FLORIDA,2017,14,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2017,14,,-,1,,42,,,-,,-,,-,0,,22,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NORTH DAKOTA,2017,14,,-,0,,6,,,-,,-,,-,0,,11,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MARYLAND,2017,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
PENNSYLVANIA,2017,14,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
INDIANA,2017,14,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2017,14,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2017,14,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALASKA,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MONTANA,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2017,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
OREGON,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2017,14,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
VIRGIN ISL.,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VIRGINIA,2017,14,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2017,14,,-,0,,3,,,-,,-,,-,0,,13,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2017,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2017,14,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
OHIO,2017,14,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2017,14,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2017,14,,-,0,,9,,,-,,-,,-,0,,16,,,-,,-,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2017,14,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
KANSAS,2017,14,,-,0,,3,,,-,,-,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2017,14,,-,0,,6,,,-,,-,,-,0,,3,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2017,14,,-,0,,7,,,-,,-,,-,0,,7,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2017,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2017,14,,-,0,,6,,,-,,-,,-,0,,3,,,-,1,,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PUERTO RICO,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DIST. OF COL.,2017,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ARKANSAS,2017,14,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
GUAM,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2017,14,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ILLINOIS,2017,14,,-,0,,0,,,-,,-,,-,0,,27,,1,,,-,"ILLINOIS
(40.477092, -88.993221)",
C.N.M.I.,2017,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW MEXICO,2017,14,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2017,14,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
UNITED STATES,2017,15,,-,9,,105,,2,,1,,,-,5,,113,,2,,1,,,
NEW ENGLAND,2017,15,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,
MID. ATLANTIC,2017,15,,-,0,,6,,,-,,-,,-,0,,4,,,-,,-,,
NEW YORK CITY,2017,15,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,15,,-,0,,17,,,-,,-,,-,0,,29,,,-,,-,,
W.N. CENTRAL,2017,15,,-,0,,17,,1,,,-,,-,1,,48,,2,,,-,,
MINNESOTA,2017,15,,-,0,,3,,,-,,-,,-,0,,13,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2017,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2017,15,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"OHIO
(40.056807, -82.405897)",
IOWA,2017,15,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2017,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MASSACHUSETTS,2017,15,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
S. ATLANTIC,2017,15,,-,0,,6,,1,,,-,,-,0,,2,,,-,,-,,
E.S. CENTRAL,2017,15,,-,0,,4,,,-,1,,,-,0,,5,,,-,,-,,
W.S. CENTRAL,2017,15,,-,2,,20,,,-,,-,,-,1,,12,,,-,,-,,
MOUNTAIN,2017,15,,-,0,,17,,,-,,-,,-,0,,23,,,-,1,,,
PACIFIC,2017,15,,-,1,,43,,,-,,-,,-,0,,23,,,-,,-,,
AMER. SAMOA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
CALIFORNIA,2017,15,,-,1,,42,,,-,,-,,-,0,,22,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2017,15,,-,0,,8,,,-,,-,,-,0,,16,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
COLORADO,2017,15,,-,0,,9,,,-,,-,,-,0,,16,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEBRASKA,2017,15,,-,0,,7,,,-,,-,,-,0,,7,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2017,15,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEVADA,2017,15,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ALASKA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DELAWARE,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2017,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2017,15,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2017,15,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2017,15,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH DAKOTA,2017,15,,-,0,,6,,,-,,-,,-,0,,11,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UTAH,2017,15,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2017,15,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2017,15,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
LOUISIANA,2017,15,,-,0,,6,,,-,,-,,-,0,,3,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
TENNESSEE,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2017,15,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2017,15,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2017,15,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GUAM,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ARIZONA,2017,15,,-,0,,6,,,-,,-,,-,0,,3,,,-,1,,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2017,15,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2017,15,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
HAWAII,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
INDIANA,2017,15,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2017,15,,-,0,,4,,,-,1,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2017,15,,-,0,,10,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MAINE,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WASHINGTON,2017,15,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2017,15,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2017,15,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
DIST. OF COL.,2017,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
TEXAS,2017,15,,-,1,,18,,,-,,-,,-,0,,10,,,-,,-,"TEXAS
(31.827233, -99.423022)",
KANSAS,2017,15,,-,0,,3,,,-,,-,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
NORTH CAROLINA,2017,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OKLAHOMA,2017,15,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2017,15,,-,0,,0,,,-,,-,,-,0,,27,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2017,15,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2017,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
