 Reporting Area,MMWR Year,MMWR Week,"Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2017","Legionellosis, Cum 2017, flag","Legionellosis, Cum 2016","Legionellosis, Cum 2016, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2017","Malaria, Cum 2017, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag",Location 1,Location 2
LOUISIANA,2017,13,,-,0,,2,,4,,4,,,-,0,,2,,,-,4,,"LOUISIANA
(31.2931, -92.463284)",
VIRGIN ISL.,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TENNESSEE,2017,13,,-,2,,7,,19,,21,,,-,0,,2,,2,,4,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2017,13,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2017,13,,-,0,,9,,2,,3,,,-,0,,3,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2017,13,,-,1,,4,,10,,12,,,-,0,,1,,,-,2,,"ALABAMA
(32.839182, -86.631125)",
GUAM,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
GEORGIA,2017,13,,-,2,,6,,20,,26,,,-,1,,5,,11,,13,,"GEORGIA
(32.836038, -83.631709)",
UNITED STATES,2017,14,28,,123,,228,,827,,941,,8,,38,,87,,290,,281,,,
NEW ENGLAND,2017,14,1,,4,,21,,36,,38,,,-,3,,7,,20,,26,,,
MID. ATLANTIC,2017,14,6,,28,,71,,207,,227,,,-,10,,26,,75,,62,,,
NEW YORK CITY,2017,14,3,,4,,31,,52,,60,,,-,4,,17,,30,,28,,,
E.N. CENTRAL,2017,14,5,,21,,73,,150,,177,,2,,3,,25,,29,,27,,,
W.N. CENTRAL,2017,14,2,,6,,26,,39,,38,,,-,1,,5,,14,,8,,,
S. ATLANTIC,2017,14,6,,20,,37,,153,,187,,4,,10,,24,,97,,83,,,
E.S. CENTRAL,2017,14,1,,5,,13,,57,,52,,,-,1,,3,,6,,9,,,
W.S. CENTRAL,2017,14,6,,7,,27,,66,,40,,2,,3,,23,,17,,24,,,
MOUNTAIN,2017,14,1,,4,,14,,49,,47,,,-,1,,5,,13,,13,,,
PACIFIC,2017,14,,-,11,,35,,70,,135,,,-,3,,9,,19,,29,,,
AMER. SAMOA,2017,14,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,
WISCONSIN,2017,14,,-,0,,4,,,-,12,,,-,0,,3,,1,,3,,"WISCONSIN
(44.395526, -89.834513)",
MISSOURI,2017,14,1,,2,,13,,20,,21,,,-,0,,3,,6,,1,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2017,14,,-,2,,6,,30,,18,,,-,1,,4,,7,,1,,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2017,14,,-,1,,4,,14,,13,,,-,0,,1,,,-,2,,"ALABAMA
(32.839182, -86.631125)",
IOWA,2017,14,,-,1,,2,,8,,5,,,-,0,,3,,3,,3,,"IOWA
(42.46942, -93.815856)",
IDAHO,2017,14,,-,0,,1,,1,,5,,,-,0,,1,,2,,,-,"IDAHO
(43.680635, -114.364237)",
ARKANSAS,2017,14,,-,1,,6,,13,,4,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
FLORIDA,2017,14,6,,5,,13,,80,,67,,2,,1,,4,,11,,8,,"FLORIDA
(28.915325, -81.922409)",
CONNECTICUT,2017,14,,-,1,,6,,12,,5,,,-,0,,2,,1,,1,,"CONNECTICUT
(41.544654, -72.651713)",
TEXAS,2017,14,6,,5,,19,,47,,30,,1,,2,,22,,15,,19,,"TEXAS
(31.827233, -99.423022)",
UTAH,2017,14,,-,0,,3,,2,,6,,,-,0,,3,,2,,2,,"UTAH
(39.359772, -111.584173)",
ALASKA,2017,14,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"ALASKA
(64.836661, -147.738891)",
MAINE,2017,14,,-,0,,2,,,-,6,,,-,0,,1,,1,,4,,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2017,14,1,,0,,3,,7,,,-,,-,0,,1,,1,,1,,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2017,14,,-,0,,3,,6,,2,,,-,0,,2,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2017,14,,-,0,,1,,1,,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
MICHIGAN,2017,14,,-,4,,30,,30,,34,,,-,0,,4,,7,,6,,"MICHIGAN
(44.66399, -84.711206)",
DELAWARE,2017,14,,-,0,,2,,2,,5,,,-,0,,3,,2,,6,,"DELAWARE
(39.008676, -75.574561)",
MASSACHUSETTS,2017,14,1,,2,,11,,16,,20,,,-,1,,6,,16,,18,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2017,14,,-,0,,3,,1,,4,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2017,14,,-,3,,9,,12,,15,,,-,1,,4,,15,,10,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2017,14,2,,14,,37,,92,,72,,,-,2,,10,,21,,16,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2017,14,,-,4,,11,,14,,40,,,-,1,,4,,5,,9,,"NORTH CAROLINA
(35.47995, -79.180571)",
ILLINOIS,2017,14,,-,6,,17,,23,,41,,,-,1,,5,,7,,10,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2017,14,,-,0,,1,,,-,,-,,-,0,,1,,1,,3,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGIN ISL.,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2017,14,5,,8,,32,,78,,72,,2,,1,,13,,14,,7,,"OHIO
(40.056807, -82.405897)",
MONTANA,2017,14,,-,0,,1,,4,,2,,,-,0,,1,,1,,3,,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2017,14,,-,0,,2,,4,,5,,,-,0,,2,,,-,4,,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2017,14,,-,0,,9,,5,,9,,,-,0,,6,,4,,7,,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2017,14,1,,2,,7,,20,,24,,,-,0,,2,,2,,4,,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2017,14,,-,0,,1,,,-,4,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2017,14,,-,1,,12,,,-,8,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WEST VIRGINIA,2017,14,,-,0,,3,,,-,3,,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2017,14,,-,0,,2,,,-,2,,,-,0,,2,,1,,,-,"VERMONT
(43.622479, -72.51927)",
MARYLAND,2017,14,,-,3,,8,,19,,23,,2,,3,,13,,50,,28,,"MARYLAND
(39.290443, -76.612333)",
RHODE ISLAND,2017,14,,-,0,,9,,2,,3,,,-,0,,3,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2017,14,,-,0,,4,,3,,3,,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
NEVADA,2017,14,,-,0,,4,,3,,3,,,-,0,,1,,,-,2,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2017,14,1,,1,,4,,7,,9,,,-,0,,2,,1,,4,,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2017,14,1,,7,,26,,57,,67,,,-,1,,8,,10,,8,,"NEW YORK
(42.826892, -75.544286)",
MISSISSIPPI,2017,14,,-,0,,3,,3,,4,,,-,0,,2,,3,,2,,"MISSISSIPPI
(32.738663, -89.537312)",
C.N.M.I.,2017,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
INDIANA,2017,14,,-,2,,12,,19,,18,,,-,0,,2,,,-,1,,"INDIANA
(39.76845, -86.156212)",
HAWAII,2017,14,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2017,14,,-,2,,7,,6,,28,,,-,1,,7,,14,,10,,"NEW JERSEY
(40.104655, -74.386686)",
GEORGIA,2017,14,,-,2,,6,,20,,28,,,-,1,,5,,11,,15,,"GEORGIA
(32.836038, -83.631709)",
NORTH DAKOTA,2017,14,,-,0,,2,,1,,1,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2017,14,,-,10,,30,,55,,118,,,-,2,,7,,11,,18,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH CAROLINA,2017,14,,-,1,,4,,6,,6,,,-,0,,3,,1,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GUAM,2017,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
DIST. OF COL.,2017,14,,-,0,,0,,,-,,-,,-,0,,3,,2,,4,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OKLAHOMA,2017,14,,-,0,,20,,2,,1,,1,,0,,1,,1,,1,,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2017,14,,-,1,,3,,7,,6,,,-,0,,3,,3,,3,,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2017,14,,-,2,,6,,20,,11,,,-,0,,2,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
UNITED STATES,2017,15,19,,123,,234,,859,,1010,,14,,38,,87,,310,,302,,,
NEW ENGLAND,2017,15,,-,4,,21,,37,,41,,,-,3,,7,,20,,29,,,
MID. ATLANTIC,2017,15,8,,28,,71,,221,,248,,1,,10,,26,,77,,67,,,
NEW YORK CITY,2017,15,2,,4,,31,,54,,67,,1,,4,,17,,31,,33,,,
E.N. CENTRAL,2017,15,3,,22,,79,,154,,188,,1,,3,,27,,32,,28,,,
W.N. CENTRAL,2017,15,1,,6,,26,,42,,40,,,-,1,,5,,16,,10,,,
S. ATLANTIC,2017,15,3,,20,,37,,138,,196,,11,,10,,24,,108,,86,,,
E.S. CENTRAL,2017,15,,-,5,,13,,58,,58,,,-,1,,3,,6,,10,,,
W.S. CENTRAL,2017,15,2,,7,,27,,72,,44,,,-,3,,23,,17,,24,,,
MOUNTAIN,2017,15,1,,4,,14,,51,,49,,1,,1,,5,,14,,14,,,
PACIFIC,2017,15,1,,11,,35,,86,,146,,,-,3,,9,,20,,34,,,
AMER. SAMOA,2017,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,
SOUTH DAKOTA,2017,15,,-,0,,1,,,-,,-,,-,0,,1,,1,,3,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2017,15,,-,6,,17,,23,,42,,,-,1,,5,,9,,10,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH CAROLINA,2017,15,,-,1,,4,,6,,7,,,-,0,,3,,1,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2017,15,,-,1,,6,,13,,4,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2017,15,,-,2,,6,,20,,30,,,-,1,,5,,11,,15,,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2017,15,,-,1,,8,,,-,13,,,-,0,,3,,1,,3,,"WISCONSIN
(44.395526, -89.834513)",
DIST. OF COL.,2017,15,,-,0,,0,,,-,,-,,-,0,,3,,2,,4,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VERMONT,2017,15,,-,0,,2,,,-,2,,,-,0,,2,,1,,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2017,15,,-,4,,30,,30,,38,,,-,0,,4,,7,,6,,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2017,15,,-,2,,7,,6,,31,,,-,1,,7,,14,,10,,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2017,15,,-,0,,1,,1,,5,,,-,0,,1,,2,,,-,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2017,15,,-,2,,6,,21,,14,,,-,0,,2,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2017,15,,-,5,,13,,60,,70,,2,,1,,4,,13,,8,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2017,15,,-,0,,3,,6,,3,,,-,0,,2,,,-,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2017,15,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NORTH CAROLINA,2017,15,,-,4,,11,,16,,42,,,-,0,,4,,5,,9,,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2017,15,,-,2,,7,,20,,24,,,-,0,,2,,2,,4,,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2017,15,,-,0,,1,,,-,4,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MONTANA,2017,15,1,,0,,1,,5,,2,,,-,0,,1,,1,,3,,"MONTANA
(47.062617, -109.430168)",
WEST VIRGINIA,2017,15,,-,0,,3,,,-,3,,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW MEXICO,2017,15,,-,0,,3,,1,,4,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2017,15,1,,5,,19,,52,,34,,,-,2,,22,,16,,19,,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2017,15,,-,0,,2,,2,,5,,,-,0,,3,,2,,6,,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2017,15,,-,2,,12,,20,,20,,,-,0,,4,,,-,2,,"INDIANA
(39.76845, -86.156212)",
UTAH,2017,15,,-,0,,3,,3,,7,,,-,0,,3,,2,,2,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2017,15,,-,1,,6,,13,,5,,,-,0,,2,,1,,1,,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2017,15,,-,1,,2,,8,,5,,,-,0,,3,,3,,3,,"IOWA
(42.46942, -93.815856)",
KANSAS,2017,15,,-,0,,4,,3,,4,,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2017,15,,-,0,,9,,5,,9,,,-,0,,6,,4,,7,,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2017,15,,-,0,,4,,3,,3,,,-,0,,1,,,-,2,,"NEVADA
(39.491833, -117.070159)",
MAINE,2017,15,,-,0,,2,,,-,6,,,-,0,,1,,1,,5,,"MAINE
(45.252223, -68.986647)",
MARYLAND,2017,15,,-,3,,8,,19,,23,,7,,3,,13,,57,,31,,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2017,15,,-,0,,2,,4,,5,,,-,0,,2,,,-,4,,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2017,15,1,,0,,20,,3,,1,,,-,0,,1,,1,,1,,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2017,15,,-,1,,4,,14,,16,,,-,0,,1,,,-,3,,"ALABAMA
(32.839182, -86.631125)",
OHIO,2017,15,3,,8,,32,,81,,75,,1,,1,,13,,15,,7,,"OHIO
(40.056807, -82.405897)",
NEW YORK,2017,15,4,,7,,26,,63,,73,,,-,1,,8,,10,,8,,"NEW YORK
(42.826892, -75.544286)",
RHODE ISLAND,2017,15,,-,0,,9,,2,,3,,,-,0,,3,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OREGON,2017,15,1,,1,,3,,8,,6,,,-,0,,3,,3,,4,,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2017,15,,-,0,,2,,1,,1,,,-,0,,1,,2,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MINNESOTA,2017,15,,-,1,,12,,,-,8,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MISSISSIPPI,2017,15,,-,0,,3,,3,,4,,,-,0,,2,,3,,2,,"MISSISSIPPI
(32.738663, -89.537312)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALASKA,2017,15,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2017,15,3,,3,,9,,15,,16,,2,,1,,4,,17,,10,,"VIRGINIA
(37.542699, -78.45822)",
WYOMING,2017,15,,-,0,,1,,1,,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
CALIFORNIA,2017,15,,-,10,,30,,70,,129,,,-,2,,7,,12,,22,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2017,15,,-,2,,6,,30,,18,,1,,1,,4,,8,,1,,"ARIZONA
(34.869712, -111.760902)",
COLORADO,2017,15,,-,1,,4,,7,,10,,,-,0,,2,,1,,5,,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2017,15,,-,2,,11,,16,,22,,,-,1,,6,,16,,19,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2017,15,,-,0,,3,,7,,,-,,-,0,,1,,1,,1,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2017,15,1,,2,,13,,23,,22,,,-,0,,3,,7,,2,,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2017,15,2,,14,,37,,98,,77,,,-,2,,10,,22,,16,,"PENNSYLVANIA
(40.789676, -77.858055)",
